time,gps_lat_upper,gps_lon_upper,gps_alt_upper,t_u_upper,rh_u_upper,station_id_upper,site,position_upper,resolution,season,gps_lat_lower,gps_lon_lower,gps_alt_lower,t_u_lower,rh_u_lower,station_id_lower,position_lower,elev_upper_fixed,elev_lower_fixed,elev_diff_m,gradient_per100m
2022-10-01,61.172718,-46.821985,888.03,-5.9916,82.4126,QAS_U,QAS,U,month,SON,,,,-0.8425,75.8927,QAS_L,L,891.38,270.69,620.69,-0.8295767613462436
2022-11-01,61.172673,-46.822039,886.51,-6.9573,80.9414,QAS_U,QAS,U,month,SON,,,,-1.7991,70.7143,QAS_L,L,891.38,270.69,620.69,-0.831042871642849
2022-12-01,61.172657,-46.822059,886.29,-13.0364,72.337,QAS_U,QAS,U,month,DJF,,,,-6.1711,61.029,QAS_L,L,891.38,270.69,620.69,-1.1060754966247242
2023-01-01,61.172622,-46.822091,886.42,-15.0284,82.0691,QAS_U,QAS,U,month,DJF,,,,-8.6216,68.3201,QAS_L,L,891.38,270.69,620.69,-1.0322060932188368
2023-02-01,61.172594,-46.822116,886.6,-14.5077,90.287,QAS_U,QAS,U,month,DJF,,,,-9.3128,76.4232,QAS_L,L,891.38,270.69,620.69,-0.8369556461357521
2023-03-01,,,,-10.1664,74.9858,QAS_U,QAS,U,month,MAM,,,,-2.7406,58.7102,QAS_L,L,891.38,270.69,620.69,-1.1963782242343195
2023-04-01,,,,-4.4472,77.518,QAS_U,QAS,U,month,MAM,,,,0.6426,68.8711,QAS_L,L,891.38,270.69,620.69,-0.8200228777650677
2023-05-01,,,,-2.2055,85.5304,QAS_U,QAS,U,month,MAM,,,,1.5089,80.5557,QAS_L,L,891.38,270.69,620.69,-0.5984307786495673
2023-06-01,,,,1.3582,85.9568,QAS_U,QAS,U,month,JJA,,,,3.933,82.0287,QAS_L,L,891.38,270.69,620.69,-0.41482865842852307
2023-07-01,61.172393,-46.822337,888.84,3.0778,86.582,QAS_U,QAS,U,month,JJA,,,,5.9696,78.4174,QAS_L,L,891.38,270.69,620.69,-0.4659008522773042
2023-08-01,61.172348,-46.822386,887.61,2.1513,86.5174,QAS_U,QAS,U,month,JJA,,,,5.2389,77.7721,QAS_L,L,891.38,270.69,620.69,-0.49744639030756094
2023-09-01,61.172304,-46.822447,884.77,-1.4907,80.8235,QAS_U,QAS,U,month,SON,61.030658,-46.849471,240.33,2.396,75.2382,QAS_L,L,891.38,270.69,620.69,-0.6261902076721068
2023-10-01,61.172278,-46.822484,885.75,-4.2008,79.1474,QAS_U,QAS,U,month,SON,61.030658,-46.849478,240.67,0.8284,72.1262,QAS_L,L,891.38,270.69,620.69,-0.8102595498558056
2023-11-01,61.172244,-46.822517,883.65,-8.4759,85.5372,QAS_U,QAS,U,month,SON,61.030656,-46.849483,238.45,-2.3037,75.2256,QAS_L,L,891.38,270.69,620.69,-0.9944094475503066
2023-12-01,61.172214,-46.82255,882.56,-11.2461,79.732,QAS_U,QAS,U,month,DJF,61.030655,-46.849491,237.19,-4.1205,66.1783,QAS_L,L,891.38,270.69,620.69,-1.1480126955485024
2024-01-01,61.172179,-46.82258,882.87,-12.6215,82.8053,QAS_U,QAS,U,month,DJF,61.030653,-46.849497,238.24,-5.9096,70.0031,QAS_L,L,891.38,270.69,620.69,-1.0813610659105186
2024-02-01,61.172141,-46.822608,885.05,-13.868,81.8543,QAS_U,QAS,U,month,DJF,61.030653,-46.849501,239.68,-7.3365,70.7711,QAS_L,L,891.38,270.69,620.69,-1.052296637612979
2024-03-01,61.172108,-46.822626,886.71,-11.7153,81.407,QAS_U,QAS,U,month,MAM,61.030651,-46.849506,240.52,-5.6401,70.1454,QAS_L,L,891.38,270.69,620.69,-0.9787816784546228
2024-04-01,61.17207,-46.822661,886.66,-6.8435,84.3459,QAS_U,QAS,U,month,MAM,61.030645,-46.849511,241.15,-1.4346,75.4117,QAS_L,L,891.38,270.69,620.69,-0.8714334047592193
2024-05-01,61.172036,-46.822698,883.56,-3.7307,75.2637,QAS_U,QAS,U,month,MAM,61.03064,-46.849523,240.68,1.1403,70.0059,QAS_L,L,891.38,270.69,620.69,-0.7847717862378966
2024-06-01,61.172002,-46.822764,885.07,1.1124,88.9934,QAS_U,QAS,U,month,JJA,61.030639,-46.849533,241.59,3.9687,84.7618,QAS_L,L,891.38,270.69,620.69,-0.4601814110103272
2024-07-01,61.171961,-46.82282,885.61,2.0146,85.4397,QAS_U,QAS,U,month,JJA,61.030629,-46.849546,239.37,4.6099,82.5223,QAS_L,L,891.38,270.69,620.69,-0.41813143437142525
2024-08-01,61.171911,-46.822866,884.05,2.1138,84.4774,QAS_U,QAS,U,month,JJA,61.03062,-46.849554,236.48,4.8813,78.3617,QAS_L,L,891.38,270.69,620.69,-0.4458747522918043
2024-09-01,61.171861,-46.822908,884.23,0.6488,85.5149,QAS_U,QAS,U,month,SON,61.030615,-46.849562,235.23,3.4953,81.5299,QAS_L,L,891.38,270.69,620.69,-0.4586025229985983
2024-10-01,61.171832,-46.822947,883.85,-5.3365,78.0473,QAS_U,QAS,U,month,SON,61.030616,-46.849569,234.64,-0.4341,74.5913,QAS_L,L,891.38,270.69,620.69,-0.7898306723162931
2024-11-01,61.171807,-46.822985,882.66,-11.3356,78.0808,QAS_U,QAS,U,month,SON,61.030618,-46.849575,233.34,-4.8667,67.2626,QAS_L,L,891.38,270.69,620.69,-1.0422110876605066
2024-12-01,61.171769,-46.823012,881.32,-15.2564,88.941,QAS_U,QAS,U,month,DJF,61.030612,-46.849579,231.02,-8.5121,80.5894,QAS_L,L,891.38,270.69,620.69,-1.0865810630105202
2025-01-01,61.171741,-46.823042,881.07,-14.3605,79.7321,QAS_U,QAS,U,month,DJF,61.030611,-46.849583,230.67,-7.2093,70.622,QAS_L,L,891.38,270.69,620.69,-1.15213713770159
2025-02-01,61.171711,-46.823066,882.13,-13.5046,89.439,QAS_U,QAS,U,month,DJF,61.030615,-46.849585,231.76,-6.6511,76.3061,QAS_L,L,891.38,270.69,620.69,-1.104174386569785
2025-03-01,61.171669,-46.823099,882.65,-10.4243,94.6134,QAS_U,QAS,U,month,MAM,61.030608,-46.849589,233.54,-5.9208,75.6415,QAS_L,L,891.38,270.69,620.69,-0.7255634857980635
2025-04-01,61.171642,-46.823134,882.42,-5.9192,98.0805,QAS_U,QAS,U,month,MAM,61.030601,-46.849599,233.28,-1.0024,73.2071,QAS_L,L,891.38,270.69,620.69,-0.792150671027405
2025-05-01,61.17161,-46.823164,881.38,-0.0631,91.9936,QAS_U,QAS,U,month,MAM,61.0306,-46.849605,233.33,2.531,76.056,QAS_L,L,891.38,270.69,620.69,-0.41793810114549934
2025-06-01,61.171563,-46.823206,879.14,1.0436,88.2761,QAS_U,QAS,U,month,JJA,61.030598,-46.849614,233.18,4.0073,81.3594,QAS_L,L,891.38,270.69,620.69,-0.4774847347307028
2025-07-01,61.171523,-46.823282,880.72,2.5988,88.7614,QAS_U,QAS,U,month,JJA,61.030595,-46.849628,232.1,5.4235,81.5604,QAS_L,L,891.38,270.69,620.69,-0.4550903027276095
2025-08-01,61.171475,-46.823334,879.87,2.6117,85.4517,QAS_U,QAS,U,month,JJA,61.030589,-46.849636,230.64,5.5138,78.769,QAS_L,L,891.38,270.69,620.69,-0.4675602957998356
2025-09-01,61.171419,-46.823375,879.71,-0.8714,83.4308,QAS_U,QAS,U,month,SON,61.030588,-46.849611,226.85,3.0562,80.5852,QAS_L,L,891.38,270.69,620.69,-0.6327796484557507
2025-10-01,61.171385,-46.823413,878.72,-4.6104,81.2637,QAS_U,QAS,U,month,SON,61.030589,-46.849622,225.7,0.9405,76.3716,QAS_L,L,891.38,270.69,620.69,-0.8943111698271278
2025-11-01,61.171359,-46.823444,877.65,-5.3861,79.0493,QAS_U,QAS,U,month,SON,61.030592,-46.849622,224.57,0.6619,68.6977,QAS_L,L,891.38,270.69,620.69,-0.9743994586669673
2025-12-01,61.171325,-46.823483,877.58,-8.3511,78.6459,QAS_U,QAS,U,month,DJF,61.030588,-46.849628,223.67,-1.7781,64.0959,QAS_L,L,891.38,270.69,620.69,-1.0589827450095861
2026-01-01,61.171291,-46.823514,877.75,-7.5317,82.6934,QAS_U,QAS,U,month,DJF,61.030586,-46.849637,223.51,-1.3856,67.9158,QAS_L,L,891.38,270.69,620.69,-0.9902044498864165
2026-02-01,61.171263,-46.823551,877.85,-13.061,71.5917,QAS_U,QAS,U,month,DJF,61.030584,-46.849641,224.72,-5.5358,57.1533,QAS_L,L,891.38,270.69,620.69,-1.2123926597818555
2026-03-01,61.171222,-46.823578,878.41,-16.1354,80.5891,QAS_U,QAS,U,month,MAM,61.030582,-46.849648,225.48,-9.7378,71.241,QAS_L,L,891.38,270.69,620.69,-1.0307238718200713
2010-08-01,72.394211,-27.257332,988.55,1.4699,73.7573,SCO_U,SCO,U,month,JJA,72.227689,-26.817165,472.29,2.8569,74.8914,SCO_L,L,973.75,462.68,511.07,-0.27139139452521177
2010-11-01,72.394189,-27.25656,989.33,-15.8921,57.7319,SCO_U,SCO,U,month,SON,72.227506,-26.817244,472.18,-15.7046,48.2574,SCO_L,L,973.75,462.68,511.07,-0.03668773357857045
2010-12-01,72.394196,-27.256289,989.04,-15.7036,57.1036,SCO_U,SCO,U,month,DJF,72.227467,-26.817278,474.98,-13.7428,47.1563,SCO_L,L,973.75,462.68,511.07,-0.38366564267125813
2011-01-01,72.394174,-27.255992,988.22,-18.5702,56.4622,SCO_U,SCO,U,month,DJF,72.227385,-26.817236,465.93,-15.872,43.7333,SCO_L,L,973.75,462.68,511.07,-0.5279511612890602
2011-02-01,72.394163,-27.255734,983.43,-17.0882,68.6789,SCO_U,SCO,U,month,DJF,72.227358,-26.817235,468.61,-13.6355,62.0288,SCO_L,L,973.75,462.68,511.07,-0.6755826012092278
2011-03-01,72.394164,-27.255541,987.34,-22.3974,56.5094,SCO_U,SCO,U,month,MAM,72.227317,-26.81729,468.94,-19.5069,40.2439,SCO_L,L,973.75,462.68,511.07,-0.5655781008472419
2011-04-01,72.394143,-27.255188,986.65,-15.3103,64.4238,SCO_U,SCO,U,month,MAM,72.227254,-26.817313,473.23,-12.5753,62.1401,SCO_L,L,973.75,462.68,511.07,-0.5351517404660808
2011-05-01,72.394139,-27.254945,987.71,-6.9892,66.6997,SCO_U,SCO,U,month,MAM,72.227215,-26.817323,474.27,-3.766,69.3765,SCO_L,L,973.75,462.68,511.07,-0.6306768153090576
2011-06-01,72.394132,-27.254669,987.6,0.0863,70.4907,SCO_U,SCO,U,month,JJA,72.227148,-26.817355,472.55,2.1222,68.1347,SCO_L,L,973.75,462.68,511.07,-0.3983603028939284
2011-07-01,72.394119,-27.254332,986.71,2.8601,74.6602,SCO_U,SCO,U,month,JJA,72.227046,-26.817399,470.49,3.6298,74.6759,SCO_L,L,973.75,462.68,511.07,-0.1506055921889369
2011-08-01,72.394102,-27.254019,984.94,1.0031,73.6016,SCO_U,SCO,U,month,JJA,72.226967,-26.817431,469.79,2.5286,75.4437,SCO_L,L,973.75,462.68,511.07,-0.29849140039524913
2011-09-01,72.394095,-27.253754,982.97,-4.3452,69.8864,SCO_U,SCO,U,month,SON,72.226914,-26.817446,469.56,-1.6362,74.7135,SCO_L,L,973.75,462.68,511.07,-0.5300643747431858
2011-10-01,72.39409,-27.253508,983.22,-14.468,68.9937,SCO_U,SCO,U,month,SON,72.226869,-26.817456,469.93,-10.8256,67.178,SCO_L,L,973.75,462.68,511.07,-0.71270080419512
2011-11-01,72.39407,-27.253265,982.18,-16.1338,67.4175,SCO_U,SCO,U,month,SON,72.226782,-26.817469,467.84,-14.1671,64.3993,SCO_L,L,973.75,462.68,511.07,-0.38482008335453094
2011-12-01,72.394081,-27.252987,983.7,-21.5992,63.1106,SCO_U,SCO,U,month,DJF,72.226766,-26.817523,475.28,-19.2715,53.1397,SCO_L,L,973.75,462.68,511.07,-0.45545619973780505
2012-01-01,72.394062,-27.252673,985.59,-15.9462,67.7133,SCO_U,SCO,U,month,DJF,72.22668,-26.817436,466.31,-13.0954,63.8542,SCO_L,L,973.75,462.68,511.07,-0.557810084724206
2012-02-01,,,,-19.6353,58.9203,SCO_U,SCO,U,month,DJF,72.226669,-26.817469,465.48,-17.721,49.9945,SCO_L,L,973.75,462.68,511.07,-0.37456708474377304
2012-03-01,,,,-16.5699,61.5574,SCO_U,SCO,U,month,MAM,72.226622,-26.817544,478.74,-14.5124,60.927,SCO_L,L,973.75,462.68,511.07,-0.40258672980217997
2012-04-01,,,,-15.6361,59.7716,SCO_U,SCO,U,month,MAM,72.226561,-26.817528,471.23,-15.2452,59.5061,SCO_L,L,973.75,462.68,511.07,-0.07648658696460373
2012-05-01,,,,-6.5153,62.4673,SCO_U,SCO,U,month,MAM,72.226516,-26.817545,472.5,-4.8978,66.5455,SCO_L,L,973.75,462.68,511.07,-0.31649284833780106
2012-06-01,,,,2.3875,71.6253,SCO_U,SCO,U,month,JJA,72.226442,-26.817581,471.84,2.9659,72.2183,SCO_L,L,973.75,462.68,511.07,-0.11317432054317408
2012-07-01,,,,2.8101,73.4576,SCO_U,SCO,U,month,JJA,72.226345,-26.817628,470.08,3.7803,73.4104,SCO_L,L,973.75,462.68,511.07,-0.18983700862895497
2012-08-01,,,,2.1726,68.4428,SCO_U,SCO,U,month,JJA,72.226257,-26.817678,468.01,3.5741,69.2075,SCO_L,L,973.75,462.68,511.07,-0.27422857925528793
2012-09-01,,,,-5.4269,61.9043,SCO_U,SCO,U,month,SON,72.226179,-26.817686,467.41,-2.5274,63.6285,SCO_L,L,973.75,462.68,511.07,-0.5673391120590134
2012-10-01,,,,-11.5334,60.0187,SCO_U,SCO,U,month,SON,72.226126,-26.817697,465.35,-9.2855,61.0054,SCO_L,L,973.75,462.68,511.07,-0.43984190032676534
2012-11-01,,,,-17.5089,53.1204,SCO_U,SCO,U,month,SON,72.226071,-26.81773,470.7,-15.2884,52.665,SCO_L,L,973.75,462.68,511.07,-0.4344805995264839
2012-12-01,,,,-18.6281,54.5246,SCO_U,SCO,U,month,DJF,72.225975,-26.817727,466.68,-17.5087,57.5022,SCO_L,L,973.75,462.68,511.07,-0.21903066116187586
2013-01-01,,,,-19.5215,58.9811,SCO_U,SCO,U,month,DJF,72.225945,-26.817676,464.08,-17.7123,58.7469,SCO_L,L,973.75,462.68,511.07,-0.35400238714853166
2013-02-01,,,,-18.8315,60.8357,SCO_U,SCO,U,month,DJF,72.225885,-26.817727,469.16,-18.5046,63.2493,SCO_L,L,973.75,462.68,511.07,-0.06396384056978466
2013-03-01,,,,-19.2298,52.66,SCO_U,SCO,U,month,MAM,72.225817,-26.817782,464.54,-18.3536,51.1577,SCO_L,L,973.75,462.68,511.07,-0.1714442248615651
2013-04-01,,,,-16.1453,51.4161,SCO_U,SCO,U,month,MAM,72.22574,-26.817757,466.38,-13.8486,49.3587,SCO_L,L,973.75,462.68,511.07,-0.4493904944528146
2013-05-01,,,,-7.9085,60.2924,SCO_U,SCO,U,month,MAM,72.225685,-26.817777,468.53,-4.2085,62.175,SCO_L,L,973.75,462.68,511.07,-0.723971275950457
2013-06-01,,,,1.6738,64.0545,SCO_U,SCO,U,month,JJA,72.225593,-26.81779,467.12,3.5526,63.4307,SCO_L,L,973.75,462.68,511.07,-0.3676208738528969
2013-07-01,,,,2.7537,67.0153,SCO_U,SCO,U,month,JJA,72.225498,-26.817806,464.69,4.0858,66.679,SCO_L,L,973.75,462.68,511.07,-0.2606492261334064
2013-08-01,,,,0.5355,69.7795,SCO_U,SCO,U,month,JJA,72.225413,-26.817832,462.67,2.7467,70.7138,SCO_L,L,973.75,462.68,511.07,-0.4326608879409866
2013-09-01,,,,-5.8813,70.2112,SCO_U,SCO,U,month,SON,72.225341,-26.817844,461.86,-2.6244,71.0366,SCO_L,L,973.75,462.68,511.07,-0.6372708239575793
2013-10-01,,,,-14.5188,60.7823,SCO_U,SCO,U,month,SON,72.225277,-26.817851,462.08,-12.424,62.2908,SCO_L,L,973.75,462.68,511.07,-0.40988514293541023
2013-11-01,,,,-21.6046,50.0099,SCO_U,SCO,U,month,SON,72.225237,-26.817898,464.92,-19.3601,47.657,SCO_L,L,973.75,462.68,511.07,-0.4391766294245411
2013-12-01,,,,-18.3589,64.7271,SCO_U,SCO,U,month,DJF,72.225151,-26.817926,469.85,-14.632,61.4437,SCO_L,L,973.75,462.68,511.07,-0.7292347427945289
2014-01-01,,,,-15.1584,64.025,SCO_U,SCO,U,month,DJF,72.225092,-26.817823,454.06,-11.4771,60.1834,SCO_L,L,973.75,462.68,511.07,-0.7203122859882208
2014-02-01,,,,-19.063,53.1146,SCO_U,SCO,U,month,DJF,72.225041,-26.817912,463.64,-15.9009,49.2877,SCO_L,L,973.75,462.68,511.07,-0.6187215058602538
2014-03-01,,,,-19.8065,56.652,SCO_U,SCO,U,month,MAM,72.22499,-26.817834,457.32,-16.9657,55.3296,SCO_L,L,973.75,462.68,511.07,-0.555853405600016
2014-04-01,,,,-14.8354,54.4097,SCO_U,SCO,U,month,MAM,72.224926,-26.817892,462.11,-13.16,55.2387,SCO_L,L,973.75,462.68,511.07,-0.3278220204668636
2014-05-01,,,,-8.0368,56.8917,SCO_U,SCO,U,month,MAM,72.224883,-26.817904,464.53,-4.5531,59.0253,SCO_L,L,973.75,462.68,511.07,-0.681648306494218
2014-06-01,,,,1.563,65.2557,SCO_U,SCO,U,month,JJA,72.224804,-26.817919,465.36,2.7745,67.4967,SCO_L,L,973.75,462.68,511.07,-0.23705167589566992
2014-07-01,,,,2.3209,71.456,SCO_U,SCO,U,month,JJA,72.224699,-26.817952,464.17,3.4547,72.9383,SCO_L,L,973.75,462.68,511.07,-0.22184827910071026
2014-08-01,,,,1.1048,66.1241,SCO_U,SCO,U,month,JJA,72.224616,-26.81787,462.6,3.0355,65.8068,SCO_L,L,973.75,462.68,511.07,-0.3777760385074451
2014-09-01,,,,-6.5035,65.5256,SCO_U,SCO,U,month,SON,72.224548,-26.817845,462.66,-2.9244,68.3113,SCO_L,L,973.75,462.68,511.07,-0.7003150253389947
2015-05-01,,,,-9.1074,55.8362,SCO_U,SCO,U,month,MAM,72.224103,-26.81789,464.29,-7.2489,68.7694,SCO_L,L,973.75,462.68,511.07,-0.36364881523079035
2015-06-01,,,,1.0574,62.9856,SCO_U,SCO,U,month,JJA,72.224033,-26.817898,464.64,2.77,63.0756,SCO_L,L,973.75,462.68,511.07,-0.33510086680885204
2015-07-01,,,,3.1437,69.1176,SCO_U,SCO,U,month,JJA,72.223928,-26.817947,464.09,4.1107,70.0233,SCO_L,L,973.75,462.68,511.07,-0.18921087130921393
2015-08-01,,,,0.2955,74.1049,SCO_U,SCO,U,month,JJA,72.223867,-26.817963,462.49,2.5966,72.0729,SCO_L,L,973.75,462.68,511.07,-0.4502514332674585
2015-09-01,,,,-5.2637,70.2161,SCO_U,SCO,U,month,SON,72.223796,-26.817987,461.46,-2.8146,72.4172,SCO_L,L,973.75,462.68,511.07,-0.4792102843054768
2015-10-01,,,,-12.6723,62.8948,SCO_U,SCO,U,month,SON,72.22373,-26.817978,459.75,-10.744,61.3946,SCO_L,L,973.75,462.68,511.07,-0.3773064355176395
2015-11-01,,,,-16.7685,59.108,SCO_U,SCO,U,month,SON,72.223679,-26.817974,462.94,-13.9688,56.0137,SCO_L,L,973.75,462.68,511.07,-0.5478114543995929
2015-12-01,,,,-21.4805,51.6226,SCO_U,SCO,U,month,DJF,72.223624,-26.817989,464.41,-18.6588,49.4626,SCO_L,L,973.75,462.68,511.07,-0.5521161484728119
2016-01-01,,,,-16.5785,57.4782,SCO_U,SCO,U,month,DJF,72.223567,-26.818037,459.07,-14.5973,56.7098,SCO_L,L,973.75,462.68,511.07,-0.3876572680846064
2016-02-01,,,,-19.7288,49.9636,SCO_U,SCO,U,month,DJF,72.223516,-26.817979,460.08,-17.8052,48.644,SCO_L,L,973.75,462.68,511.07,-0.3763867963292701
2016-03-01,,,,-17.9971,52.8417,SCO_U,SCO,U,month,MAM,72.223469,-26.817965,459.43,-16.3301,52.4874,SCO_L,L,973.75,462.68,511.07,-0.32617841000254333
2016-04-01,,,,-10.3227,52.3274,SCO_U,SCO,U,month,MAM,72.223404,-26.81799,460.62,-9.6124,52.0027,SCO_L,L,973.75,462.68,511.07,-0.13898291819124586
2016-05-01,,,,-4.3234,59.7319,SCO_U,SCO,U,month,MAM,72.223363,-26.817989,461.74,-1.3921,62.4552,SCO_L,L,973.75,462.68,511.07,-0.5735613516739391
2016-06-01,,,,1.7527,62.3791,SCO_U,SCO,U,month,JJA,72.223281,-26.818,462.68,3.4003,60.6974,SCO_L,L,973.75,462.68,511.07,-0.3223824525016143
2016-07-01,,,,3.229,66.0488,SCO_U,SCO,U,month,JJA,72.223175,-26.818047,460.31,4.5951,63.6318,SCO_L,L,973.75,462.68,511.07,-0.2673019351556539
2016-08-01,,,,1.9087,62.1992,SCO_U,SCO,U,month,JJA,72.223092,-26.818081,460.0,3.6618,61.326,SCO_L,L,973.75,462.68,511.07,-0.3430254172618232
2016-09-01,,,,-4.7621,61.6322,SCO_U,SCO,U,month,SON,72.22303,-26.818081,459.66,-1.1823,61.5272,SCO_L,L,973.75,462.68,511.07,-0.7004519928776881
2016-10-01,,,,-7.1922,68.0086,SCO_U,SCO,U,month,SON,72.222975,-26.818083,459.98,-4.5533,67.3063,SCO_L,L,973.75,462.68,511.07,-0.516348054082611
2016-11-01,,,,-13.2488,61.3204,SCO_U,SCO,U,month,SON,72.222935,-26.818125,460.99,-10.0795,59.1196,SCO_L,L,973.75,462.68,511.07,-0.6201303148296711
2016-12-01,,,,-17.9723,57.8596,SCO_U,SCO,U,month,DJF,72.222863,-26.818116,460.74,-15.1524,56.1454,SCO_L,L,973.75,462.68,511.07,-0.5517639462304578
2017-01-01,,,,-22.8366,51.4459,SCO_U,SCO,U,month,DJF,72.222812,-26.818103,458.01,-20.3942,47.3477,SCO_L,L,973.75,462.68,511.07,-0.477899309292269
2017-02-01,,,,-17.7984,62.6133,SCO_U,SCO,U,month,DJF,72.222751,-26.818098,462.44,-15.5198,60.9426,SCO_L,L,973.75,462.68,511.07,-0.44584890523803017
2017-03-01,,,,-19.6769,47.0645,SCO_U,SCO,U,month,MAM,72.222698,-26.818064,456.08,-18.0299,45.6853,SCO_L,L,973.75,462.68,511.07,-0.32226505175416253
2017-04-01,,,,-15.495,52.1755,SCO_U,SCO,U,month,MAM,72.222635,-26.818088,459.66,-13.8995,50.0094,SCO_L,L,973.75,462.68,511.07,-0.3121881542645821
2017-05-01,,,,-3.5492,59.7946,SCO_U,SCO,U,month,MAM,72.222593,-26.818086,460.52,-1.8871,64.2869,SCO_L,L,973.75,462.68,511.07,-0.32521963723169034
2017-06-01,,,,0.814,65.2514,SCO_U,SCO,U,month,JJA,72.222506,-26.818093,459.97,2.1571,67.662,SCO_L,L,973.75,462.68,511.07,-0.2628015731700158
2017-07-01,,,,2.0245,65.7585,SCO_U,SCO,U,month,JJA,72.222411,-26.818109,459.28,3.8236,63.0655,SCO_L,L,973.75,462.68,511.07,-0.3520261412330991
2017-08-01,,,,0.9038,70.0957,SCO_U,SCO,U,month,JJA,72.222355,-26.818114,459.63,3.3565,65.2266,SCO_L,L,973.75,462.68,511.07,-0.47991468879018534
2017-09-01,,,,-3.7407,77.9836,SCO_U,SCO,U,month,SON,,,,-0.44,74.7846,SCO_L,L,973.75,462.68,511.07,-0.6458410785215333
2017-10-01,,,,-8.3886,72.4957,SCO_U,SCO,U,month,SON,,,,-4.6388,65.2884,SCO_L,L,973.75,462.68,511.07,-0.7337155379889253
2017-11-01,,,,-16.5629,71.0449,SCO_U,SCO,U,month,SON,,,,-13.0397,65.3787,SCO_L,L,973.75,462.68,511.07,-0.6893771890347701
2017-12-01,,,,-19.3059,62.0882,SCO_U,SCO,U,month,DJF,,,,-16.3782,56.9178,SCO_L,L,973.75,462.68,511.07,-0.5728569471892307
2018-01-01,,,,-18.7283,73.9903,SCO_U,SCO,U,month,DJF,,,,-15.4541,67.2775,SCO_L,L,973.75,462.68,511.07,-0.6406558788424287
2018-02-01,,,,-15.3889,80.0295,SCO_U,SCO,U,month,DJF,,,,-11.3679,76.3732,SCO_L,L,973.75,462.68,511.07,-0.7867806758369693
2018-03-01,,,,-18.5248,60.9767,SCO_U,SCO,U,month,MAM,,,,-15.7433,58.4223,SCO_L,L,973.75,462.68,511.07,-0.5442502983935663
2018-04-01,,,,-13.6933,64.3294,SCO_U,SCO,U,month,MAM,,,,-11.0045,60.2596,SCO_L,L,973.75,462.68,511.07,-0.5261118829123214
2018-05-01,,,,-6.8481,67.5605,SCO_U,SCO,U,month,MAM,,,,-3.0389,65.1767,SCO_L,L,973.75,462.68,511.07,-0.7453382119866163
2018-06-01,,,,-0.3448,71.6185,SCO_U,SCO,U,month,JJA,,,,0.9118,76.1309,SCO_L,L,973.75,462.68,511.07,-0.2458762987457687
2018-07-01,,,,1.6752,73.0756,SCO_U,SCO,U,month,JJA,,,,3.4593,71.1422,SCO_L,L,973.75,462.68,511.07,-0.3490911225468135
2018-08-01,,,,0.6383,72.1421,SCO_U,SCO,U,month,JJA,,,,2.8908,71.9144,SCO_L,L,973.75,462.68,511.07,-0.440741972723893
2018-09-01,,,,-6.6589,65.3575,SCO_U,SCO,U,month,SON,,,,-2.9589,66.7726,SCO_L,L,973.75,462.68,511.07,-0.723971275950457
2018-10-01,,,,-13.3153,72.1688,SCO_U,SCO,U,month,SON,,,,-9.755,68.4232,SCO_L,L,973.75,462.68,511.07,-0.6966364685855166
2018-11-01,,,,-14.2073,68.0931,SCO_U,SCO,U,month,SON,,,,-10.9449,61.9334,SCO_L,L,973.75,462.68,511.07,-0.6383469974758839
2018-12-01,,,,-18.9422,62.5135,SCO_U,SCO,U,month,DJF,,,,-16.5244,62.3409,SCO_L,L,973.75,462.68,511.07,-0.47308587864676066
2019-01-01,,,,-19.8237,65.4356,SCO_U,SCO,U,month,DJF,,,,-17.5203,65.642,SCO_L,L,973.75,462.68,511.07,-0.4507014694660223
2019-02-01,,,,-20.93,57.1332,SCO_U,SCO,U,month,DJF,,,,-18.9467,54.6466,SCO_L,L,973.75,462.68,511.07,-0.3880681707006868
2019-03-01,,,,-23.011,55.8481,SCO_U,SCO,U,month,MAM,,,,-21.2113,53.8198,SCO_L,L,973.75,462.68,511.07,-0.3521435419805502
2019-04-01,,,,-8.0274,66.2003,SCO_U,SCO,U,month,MAM,,,,-5.7483,63.9251,SCO_L,L,973.75,462.68,511.07,-0.4459467391942395
2019-05-01,,,,-3.763,71.8967,SCO_U,SCO,U,month,MAM,,,,-2.6332,77.1469,SCO_L,L,973.75,462.68,511.07,-0.22106560745103412
2019-06-01,,,,2.0691,67.8517,SCO_U,SCO,U,month,JJA,,,,4.0618,64.47,SCO_L,L,973.75,462.68,511.07,-0.38990744907742575
2019-07-01,,,,3.2372,76.1973,SCO_U,SCO,U,month,JJA,,,,4.7943,72.7323,SCO_L,L,973.75,462.68,511.07,-0.3046745064276909
2019-08-01,,,,1.5658,71.3603,SCO_U,SCO,U,month,JJA,,,,3.7343,69.2935,SCO_L,L,973.75,462.68,511.07,-0.4243058680806934
2019-09-01,,,,-4.8034,71.9361,SCO_U,SCO,U,month,SON,,,,-1.6217,70.469,SCO_L,L,973.75,462.68,511.07,-0.6225565969436673
2019-10-01,,,,-10.9503,62.1304,SCO_U,SCO,U,month,SON,,,,-7.6612,62.7879,SCO_L,L,973.75,462.68,511.07,-0.6435713307374724
2019-11-01,,,,-15.4899,61.5991,SCO_U,SCO,U,month,SON,,,,-13.175,64.1107,SCO_L,L,973.75,462.68,511.07,-0.45295165045884117
